"Date","nb_crimes","nb_aggravated","nb_vandalism","nb_robbery","nb_selected","TEMP","Wind","PRCP","DEWP","Day_Wk","y2010","y2011","y2012","y2013","y2014","y2015","y2016","y2017","y2018","year","Weekend","Friday","WDSP_lag","PRCP_lag","TEMP_lag","Season","Winter","Spring","Summer","Fall","heat.index","DayMonth","DayMonth_3","DayMonth1","DayMonth2","DayMonth3","DayMonth1_15_30","LastDayMonth","FirstDayMonth","MidDayMonth","Events","Holidays","Rain","WindxRain","WindxHeatIndex"
2012-02-08,520,19,45,28,150,15.888888889,5.8,0.03,6.3888888889,"Wednesday",0,0,1,0,0,0,0,0,0,"2012",0,0,5.6,0,15.611111111,"Winter",1,0,0,0,15,8,1,1,0,0,0,0,0,0,0,0,1,5.8,87
2012-02-09,489,17,54,19,158,17.888888889,3.2,0,4.7777777778,"Thursday",0,0,1,0,0,0,0,0,0,"2012",0,0,5.8,0.03,15.888888889,"Winter",1,0,0,0,17,9,1,1,0,0,0,0,0,0,0,0,0,0,54.4
2012-02-10,571,17,50,29,161,15.722222222,4.2,0,9,"Friday",0,0,1,0,0,0,0,0,0,"2012",0,1,3.2,0,17.888888889,"Winter",1,0,0,0,15,10,1,1,0,0,0,0,0,0,0,0,0,0,63
2012-02-11,496,24,61,21,188,14.444444444,9.2,0,10.833333333,"Saturday",0,0,1,0,0,0,0,0,0,"2012",1,0,4.2,0,15.722222222,"Winter",1,0,0,0,14,11,2,0,1,0,0,0,0,0,0,0,0,0,128.8
2012-02-12,531,38,66,18,201,13.055555556,6.5,0,9.0555555556,"Sunday",0,0,1,0,0,0,0,0,0,"2012",1,0,9.2,0,14.444444444,"Winter",1,0,0,0,12,12,2,0,1,0,0,0,0,0,0,0,0,0,78
2012-02-13,549,31,47,16,172,12.944444444,5.9,0,8.6666666667,"Monday",0,0,1,0,0,0,0,0,0,"2012",0,0,6.5,0,13.055555556,"Winter",1,0,0,0,12,13,2,0,1,0,0,0,0,0,0,0,0,0,70.8
2012-02-14,479,14,43,20,149,11.555555556,9,0,3.2777777778,"Tuesday",0,0,1,0,0,0,0,0,0,"2012",0,0,5.9,0,12.944444444,"Winter",1,0,0,0,10,14,2,0,1,0,0,0,0,0,0,0,0,0,90
2012-02-15,542,18,50,16,152,11.388888889,5.8,0,4.5,"Wednesday",0,0,1,0,0,0,0,0,0,"2012",0,0,9,0,11.555555556,"Winter",1,0,0,0,10,15,2,0,1,0,2,0,0,1,0,0,0,0,58
2012-02-16,512,17,42,25,160,12.555555556,6.7,0.09,0.1666666667,"Thursday",0,0,1,0,0,0,0,0,0,"2012",0,0,5.8,0,11.388888889,"Winter",1,0,0,0,11,16,2,0,1,0,0,0,0,0,0,0,1,6.7,73.7
2012-02-17,571,21,60,23,172,16.111111111,6.1,0,-1.666666667,"Friday",0,0,1,0,0,0,0,0,0,"2012",0,1,6.7,0.09,12.555555556,"Winter",1,0,0,0,15,17,2,0,1,0,0,0,0,0,0,0,0,0,91.5
2012-02-18,494,22,57,31,162,12.833333333,4.3,0,7.8333333333,"Saturday",0,0,1,0,0,0,0,0,0,"2012",1,0,6.1,0,16.111111111,"Winter",1,0,0,0,12,18,2,0,1,0,0,0,0,0,0,0,0,0,51.6
2012-02-19,478,26,61,16,194,12.5,4.4,0,7.7777777778,"Sunday",0,0,1,0,0,0,0,0,0,"2012",1,0,4.3,0,12.833333333,"Winter",1,0,0,0,12,19,2,0,1,0,0,0,0,0,0,0,0,0,52.8
2012-02-20,459,17,52,18,164,12.111111111,4.5,0,7.5,"Monday",0,0,1,0,0,0,0,0,0,"2012",0,0,4.4,0,12.5,"Winter",1,0,0,0,11,20,2,0,1,0,0,0,0,0,0,1,0,0,49.5
2012-02-21,552,25,51,27,168,13.333333333,4.9,0,6.3333333333,"Tuesday",0,0,1,0,0,0,0,0,0,"2012",0,0,4.5,0,12.111111111,"Winter",1,0,0,0,12,21,3,0,0,1,0,0,0,0,0,0,0,0,58.8
2012-02-22,540,18,42,28,162,15.555555556,5,0,6.5555555556,"Wednesday",0,0,1,0,0,0,0,0,0,"2012",0,0,4.9,0,13.333333333,"Winter",1,0,0,0,15,22,3,0,0,1,0,0,0,0,0,0,0,0,75
2012-02-23,519,23,42,24,159,15.833333333,4.1,0,8.1666666667,"Thursday",0,0,1,0,0,0,0,0,0,"2012",0,0,5,0,15.555555556,"Winter",1,0,0,0,15,23,3,0,0,1,0,0,0,0,0,0,0,0,61.5
2012-02-24,593,20,44,24,192,14.555555556,4.5,0,11,"Friday",0,0,1,0,0,0,0,0,0,"2012",0,1,4.1,0,15.833333333,"Winter",1,0,0,0,14,24,3,0,0,1,0,0,0,0,0,0,0,0,63
2012-02-25,550,21,45,18,192,13.166666667,5.7,0,9.5555555556,"Saturday",0,0,1,0,0,0,0,0,0,"2012",1,0,4.5,0,14.555555556,"Winter",1,0,0,0,13,25,3,0,0,1,0,0,0,0,0,0,0,0,74.1
2012-02-26,491,27,58,20,207,12.388888889,3.4,0,8.5555555556,"Sunday",0,0,1,0,0,0,0,0,0,"2012",1,0,5.7,0,13.166666667,"Winter",1,0,0,0,12,26,3,0,0,1,0,0,0,0,0,0,0,0,40.8
2012-02-27,518,14,43,17,144,13,7.9,0,6.7777777778,"Monday",0,0,1,0,0,0,0,0,0,"2012",0,0,3.4,0,12.388888889,"Winter",1,0,0,0,12,27,3,0,0,1,0,0,0,0,0,0,0,0,94.8
2012-02-28,480,15,58,15,170,10.333333333,11.1,0,1.5,"Tuesday",0,0,1,0,0,0,0,0,0,"2012",0,0,7.9,0,13,"Winter",1,0,0,0,9,28,3,0,0,1,0,0,0,0,0,0,0,0,99.9
2012-02-29,483,25,42,21,162,10.888888889,5.6,0,3.3333333333,"Wednesday",0,0,1,0,0,0,0,0,0,"2012",0,0,11.1,0,10.333333333,"Winter",1,0,0,0,10,29,3,0,0,1,0,0,0,0,0,0,0,0,56
2012-03-01,844,25,59,22,177,13,9.2,0,7.6666666667,"Thursday",0,0,1,0,0,0,0,0,0,"2012",0,0,5.6,0,10.888888889,"Spring",0,1,0,0,12,1,1,1,0,0,1,0,1,0,0,0,0,0,110.4
2012-03-02,593,18,69,24,182,13.944444444,5.7,0,4.6111111111,"Friday",0,0,1,0,0,0,0,0,0,"2012",0,1,9.2,0,13,"Spring",0,1,0,0,13,2,1,1,0,0,0,0,0,0,0,0,0,0,74.1
2012-03-03,537,30,40,35,162,16.388888889,4.1,0,-4.222222222,"Saturday",0,0,1,0,0,0,0,0,0,"2012",1,0,5.7,0,13.944444444,"Spring",0,1,0,0,15,3,1,1,0,0,0,0,0,0,0,0,0,0,61.5
2012-03-04,502,28,52,18,223,18.888888889,4.2,0,-3.277777778,"Sunday",0,0,1,0,0,0,0,0,0,"2012",1,0,4.1,0,16.388888889,"Spring",0,1,0,0,17,4,1,1,0,0,0,0,0,0,0,0,0,0,71.4
2012-03-05,527,23,58,28,182,19.333333333,4.6,0,1.7222222222,"Monday",0,0,1,0,0,0,0,0,0,"2012",0,0,4.2,0,18.888888889,"Spring",0,1,0,0,18,5,1,1,0,0,0,0,0,0,0,0,0,0,82.8
2012-03-06,535,20,46,16,181,13.166666667,5.8,0,9.0555555556,"Tuesday",0,0,1,0,0,0,0,0,0,"2012",0,0,4.6,0,19.333333333,"Spring",0,1,0,0,13,6,1,1,0,0,0,0,0,0,0,0,0,0,75.4
2012-03-07,537,18,49,15,160,12.611111111,10.1,0,-8.444444444,"Wednesday",0,0,1,0,0,0,0,0,0,"2012",0,0,5.8,0,13.166666667,"Spring",0,1,0,0,11,7,1,1,0,0,0,0,0,0,0,0,0,0,111.1
2012-03-08,472,15,37,16,154,12.722222222,6.4,0,-1.333333333,"Thursday",0,0,1,0,0,0,0,0,0,"2012",0,0,10.1,0,12.611111111,"Spring",0,1,0,0,11,8,1,1,0,0,0,0,0,0,0,0,0,0,70.4
2012-03-09,572,22,58,30,192,17.333333333,5.2,0,-4.333333333,"Friday",0,0,1,0,0,0,0,0,0,"2012",0,1,6.4,0,12.722222222,"Spring",0,1,0,0,16,9,1,1,0,0,0,0,0,0,0,0,0,0,83.2
2012-03-10,545,29,55,36,187,16.722222222,7.3,0,2.0555555556,"Saturday",0,0,1,0,0,0,0,0,0,"2012",1,0,5.2,0,17.333333333,"Spring",0,1,0,0,15,10,1,1,0,0,0,0,0,0,0,0,0,0,109.5
2012-03-11,468,26,53,28,178,13.666666667,6,0,7.7777777778,"Sunday",0,0,1,0,0,0,0,0,0,"2012",1,0,7.3,0,16.722222222,"Spring",0,1,0,0,13,11,2,0,1,0,0,0,0,0,0,0,0,0,78
2012-03-12,525,18,34,25,175,13.055555556,4.5,0,6.8888888889,"Monday",0,0,1,0,0,0,0,0,0,"2012",0,0,6,0,13.666666667,"Spring",0,1,0,0,12,12,2,0,1,0,0,0,0,0,0,0,0,0,54
2012-03-13,463,16,43,22,145,13,6.2,0,7.9444444444,"Tuesday",0,0,1,0,0,0,0,0,0,"2012",0,0,4.5,0,13.055555556,"Spring",0,1,0,0,12,13,2,0,1,0,0,0,0,0,0,0,0,0,74.4
2012-03-14,532,14,50,24,162,12.777777778,7.6,0,8.3888888889,"Wednesday",0,0,1,0,0,0,0,0,0,"2012",0,0,6.2,0,13,"Spring",0,1,0,0,12,14,2,0,1,0,0,0,0,0,0,0,0,0,91.2
2012-03-15,595,19,49,19,166,12.5,7,0,9.7777777778,"Thursday",0,0,1,0,0,0,0,0,0,"2012",0,0,7.6,0,12.777777778,"Spring",0,1,0,0,12,15,2,0,1,0,2,0,0,1,0,0,0,0,84
2012-03-16,560,33,56,26,182,13.222222222,4.3,0,10.611111111,"Friday",0,0,1,0,0,0,0,0,0,"2012",0,1,7,0,12.5,"Spring",0,1,0,0,13,16,2,0,1,0,0,0,0,0,0,0,0,0,55.9
2012-03-17,451,13,53,28,155,13,9.5,0.01,10.333333333,"Saturday",0,0,1,0,0,0,0,0,0,"2012",1,0,4.3,0,13.222222222,"Spring",0,1,0,0,13,17,2,0,1,0,0,0,0,0,0,0,1,9.5,123.5
2012-03-18,439,23,52,26,164,9.8333333333,14.4,0.54,4.0555555556,"Sunday",0,0,1,0,0,0,0,0,0,"2012",1,0,9.5,0.01,13,"Spring",0,1,0,0,9,18,2,0,1,0,0,0,0,0,1,0,1,14.4,129.6
2012-03-19,484,12,44,25,135,10.666666667,11.7,0.01,0.7777777778,"Monday",0,0,1,0,0,0,0,0,0,"2012",0,0,14.4,0.54,9.8333333333,"Spring",0,1,0,0,9,19,2,0,1,0,0,0,0,0,0,0,1,11.7,105.3
2012-03-20,549,12,47,28,167,11.833333333,5.5,0,3.7222222222,"Tuesday",0,0,1,0,0,0,0,0,0,"2012",0,0,11.7,0.01,10.666666667,"Spring",0,1,0,0,11,20,2,0,1,0,0,0,0,0,0,0,0,0,60.5
2012-03-21,523,17,59,28,186,13.777777778,5,0,6.2777777778,"Wednesday",0,0,1,0,0,0,0,0,0,"2012",0,0,5.5,0,11.833333333,"Spring",0,1,0,0,13,21,3,0,0,1,0,0,0,0,0,0,0,0,65
2012-03-22,481,15,42,18,154,13.388888889,5.5,0,9.5555555556,"Thursday",0,0,1,0,0,0,0,0,0,"2012",0,0,5,0,13.777777778,"Spring",0,1,0,0,13,22,3,0,0,1,0,0,0,0,0,0,0,0,71.5
2012-03-23,593,21,65,27,224,13,5.6,0,9.3888888889,"Friday",0,0,1,0,0,0,0,0,0,"2012",0,1,5.5,0,13.388888889,"Spring",0,1,0,0,12,23,3,0,0,1,0,0,0,0,0,0,0,0,67.2
2012-03-24,570,26,54,36,195,13.444444444,5.5,0,9,"Saturday",0,0,1,0,0,0,0,0,0,"2012",1,0,5.6,0,13,"Spring",0,1,0,0,13,24,3,0,0,1,0,0,0,0,0,0,0,0,71.5
2012-03-25,467,20,49,13,173,12.333333333,9.7,0,8.7777777778,"Sunday",0,0,1,0,0,0,0,0,0,"2012",1,0,5.5,0,13.444444444,"Spring",0,1,0,0,12,25,3,0,0,1,0,0,0,0,0,0,0,0,116.4
2012-03-26,499,16,36,26,146,11.166666667,6.7,1.11,7.8888888889,"Monday",0,0,1,0,0,0,0,0,0,"2012",0,0,9.7,0,12.333333333,"Spring",0,1,0,0,10,26,3,0,0,1,0,0,0,0,0,0,1,6.7,67
2012-03-27,476,15,53,20,171,12.5,5.6,0.13,7.6111111111,"Tuesday",0,0,1,0,0,0,0,0,0,"2012",0,0,6.7,1.11,11.166666667,"Spring",0,1,0,0,12,27,3,0,0,1,0,0,0,0,0,0,1,5.6,67.2
2012-03-28,540,21,67,31,178,12.833333333,6.6,0,8.1666666667,"Wednesday",0,0,1,0,0,0,0,0,0,"2012",0,0,5.6,0.13,12.5,"Spring",0,1,0,0,12,28,3,0,0,1,0,0,0,0,0,0,0,0,79.2
2012-03-29,577,19,57,23,175,13.666666667,7.1,0,11.166666667,"Thursday",0,0,1,0,0,0,0,0,0,"2012",0,0,6.6,0,12.833333333,"Spring",0,1,0,0,13,29,3,0,0,1,0,0,0,0,0,0,0,0,92.3
2012-03-30,586,25,57,36,178,14,5.8,0,10.333333333,"Friday",0,0,1,0,0,0,0,0,0,"2012",0,1,7.1,0,13.666666667,"Spring",0,1,0,0,14,30,3,0,0,1,0,0,0,0,0,0,0,0,81.2
2012-03-31,510,29,60,17,175,13.333333333,5,0,10.444444444,"Saturday",0,0,1,0,0,0,0,0,0,"2012",1,0,5.8,0,14,"Spring",0,1,0,0,13,31,3,0,0,1,0,0,0,0,0,0,0,0,65
2012-04-01,725,27,55,13,217,13.333333333,11.3,0.12,6.3888888889,"Sunday",0,0,1,0,0,0,0,0,0,"2012",1,0,5,0,13.333333333,"Spring",0,1,0,0,12,1,1,1,0,0,1,0,1,0,0,0,1,11.3,135.6
2012-04-02,571,22,51,26,166,16.555555556,9,0,0.2222222222,"Monday",0,0,1,0,0,0,0,0,0,"2012",0,0,11.3,0.12,13.333333333,"Spring",0,1,0,0,15,2,1,1,0,0,0,0,0,0,0,0,0,0,135
2012-04-03,485,16,64,24,179,15.944444444,5.9,0,5.8888888889,"Tuesday",0,0,1,0,0,0,0,0,0,"2012",0,0,9,0,16.555555556,"Spring",0,1,0,0,15,3,1,1,0,0,0,0,0,0,0,0,0,0,88.5
2012-04-04,518,14,51,19,163,15.166666667,5.1,0,9.5,"Wednesday",0,0,1,0,0,0,0,0,0,"2012",0,0,5.9,0,15.944444444,"Spring",0,1,0,0,15,4,1,1,0,0,0,0,0,0,0,0,0,0,76.5
2012-04-05,497,21,47,24,162,14.055555556,6.9,0,8.6111111111,"Thursday",0,0,1,0,0,0,0,0,0,"2012",0,0,5.1,0,15.166666667,"Spring",0,1,0,0,13,5,1,1,0,0,0,0,0,0,0,0,0,0,89.7
2012-04-06,518,19,59,17,158,14.555555556,8.1,0,0.1111111111,"Friday",0,0,1,0,0,0,0,0,0,"2012",0,1,6.9,0,14.055555556,"Spring",0,1,0,0,13,6,1,1,0,0,0,0,0,0,0,1,0,0,105.3
2012-04-07,476,25,58,25,205,17.944444444,5.2,0,-2.944444444,"Saturday",0,0,1,0,0,0,0,0,0,"2012",1,0,8.1,0,14.555555556,"Spring",0,1,0,0,16,7,1,1,0,0,0,0,0,0,0,0,0,0,83.2
2012-04-08,478,28,61,24,205,16.166666667,5.3,0,5.1111111111,"Sunday",0,0,1,0,0,0,0,0,0,"2012",1,0,5.2,0,17.944444444,"Spring",0,1,0,0,15,8,1,1,0,0,0,0,0,0,0,0,0,0,79.5
2012-04-09,499,13,49,21,151,14.611111111,4.9,0,7.8888888889,"Monday",0,0,1,0,0,0,0,0,0,"2012",0,0,5.3,0,16.166666667,"Spring",0,1,0,0,14,9,1,1,0,0,0,0,0,0,0,0,0,0,68.6
2012-04-10,521,20,39,16,157,13,7.3,0,8.2777777778,"Tuesday",0,0,1,0,0,0,0,0,0,"2012",0,0,4.9,0,14.611111111,"Spring",0,1,0,0,12,10,1,1,0,0,0,0,0,0,0,0,0,0,87.6
2012-04-11,526,20,46,22,152,13.777777778,9.8,0.59,9.8888888889,"Wednesday",0,0,1,0,0,0,0,0,0,"2012",0,0,7.3,0,13,"Spring",0,1,0,0,13,11,2,0,1,0,0,0,0,0,0,0,1,9.8,127.4
2012-04-12,515,17,46,16,154,13.277777778,7.9,0.04,8.7777777778,"Thursday",0,0,1,0,0,0,0,0,0,"2012",0,0,9.8,0.59,13.777777778,"Spring",0,1,0,0,13,12,2,0,1,0,0,0,0,0,0,0,1,7.9,102.7
2012-04-13,548,14,54,22,151,13.444444444,9.4,0,9.8888888889,"Friday",0,0,1,0,0,0,0,0,0,"2012",0,1,7.9,0.04,13.277777778,"Spring",0,1,0,0,13,13,2,0,1,0,0,0,0,0,0,0,0,0,122.2
2012-04-14,505,29,45,26,163,11.555555556,14.6,0.44,4.5555555556,"Saturday",0,0,1,0,0,0,0,0,0,"2012",1,0,9.4,0,13.444444444,"Spring",0,1,0,0,10,14,2,0,1,0,0,0,0,0,0,0,1,14.6,146
2012-04-15,584,30,49,29,213,12.888888889,7.6,0,7.6111111111,"Sunday",0,0,1,0,0,0,0,0,0,"2012",1,0,14.6,0.44,11.555555556,"Spring",0,1,0,0,12,15,2,0,1,0,2,0,0,1,0,0,0,0,91.2
2012-04-16,563,33,61,22,200,14.055555556,5.6,0,9.4444444444,"Monday",0,0,1,0,0,0,0,0,0,"2012",0,0,7.6,0,12.888888889,"Spring",0,1,0,0,13,16,2,0,1,0,0,0,0,0,0,0,0,0,72.8
2012-04-17,563,31,44,17,186,15.5,5.4,0,10.111111111,"Tuesday",0,0,1,0,0,0,0,0,0,"2012",0,0,5.6,0,14.055555556,"Spring",0,1,0,0,15,17,2,0,1,0,0,0,0,0,0,0,0,0,81
2012-04-18,535,15,49,24,189,15.888888889,5.1,0,10.888888889,"Wednesday",0,0,1,0,0,0,0,0,0,"2012",0,0,5.4,0,15.5,"Spring",0,1,0,0,15,18,2,0,1,0,0,0,0,0,0,0,0,0,76.5
2012-04-19,586,33,52,26,208,15.444444444,5.6,0,11.611111111,"Thursday",0,0,1,0,0,0,0,0,0,"2012",0,0,5.1,0,15.888888889,"Spring",0,1,0,0,15,19,2,0,1,0,0,0,0,0,0,0,0,0,84
2012-04-20,620,22,51,21,190,15.555555556,4.8,0,13,"Friday",0,0,1,0,0,0,0,0,0,"2012",0,1,5.6,0,15.444444444,"Spring",0,1,0,0,15,20,2,0,1,0,0,0,0,0,0,0,0,0,72
2012-04-21,504,33,61,28,204,15,4.5,0,13.333333333,"Saturday",0,0,1,0,0,0,0,0,0,"2012",1,0,4.8,0,15.555555556,"Spring",0,1,0,0,15,21,3,0,0,1,0,0,0,0,0,0,0,0,67.5
2012-04-22,520,18,53,32,187,14.555555556,5.3,0,13.111111111,"Sunday",0,0,1,0,0,0,0,0,0,"2012",1,0,4.5,0,15,"Spring",0,1,0,0,14,22,3,0,0,1,0,0,0,0,0,0,0,0,74.2
2012-04-23,523,21,58,27,164,14.055555556,6.2,0.01,12.166666667,"Monday",0,0,1,0,0,0,0,0,0,"2012",0,0,5.3,0,14.555555556,"Spring",0,1,0,0,14,23,3,0,0,1,0,0,0,0,0,0,1,6.2,86.8
2012-04-24,494,13,53,28,151,15.944444444,5.9,0.01,10.444444444,"Tuesday",0,0,1,0,0,0,0,0,0,"2012",0,0,6.2,0.01,14.055555556,"Spring",0,1,0,0,15,24,3,0,0,1,0,0,0,0,0,0,1,5.9,88.5
2012-04-25,630,21,49,32,185,17.555555556,6.4,0,12.222222222,"Wednesday",0,0,1,0,0,0,0,0,0,"2012",0,0,5.9,0.01,15.944444444,"Spring",0,1,0,0,17,25,3,0,0,1,0,0,0,0,0,0,0,0,108.8
2012-04-26,522,16,45,18,172,16.222222222,7.8,0.42,13.5,"Thursday",0,0,1,0,0,0,0,0,0,"2012",0,0,6.4,0,17.555555556,"Spring",0,1,0,0,16,26,3,0,0,1,0,0,0,0,0,0,1,7.8,124.8
2012-04-27,593,22,51,30,202,15.611111111,6.5,0.12,11.166666667,"Friday",0,0,1,0,0,0,0,0,0,"2012",0,1,7.8,0.42,16.222222222,"Spring",0,1,0,0,15,27,3,0,0,1,0,0,0,0,0,0,1,6.5,97.5
2012-04-28,551,20,65,23,215,16.388888889,5.3,0,10.944444444,"Saturday",0,0,1,0,0,0,0,0,0,"2012",1,0,6.5,0.12,15.611111111,"Spring",0,1,0,0,16,28,3,0,0,1,0,0,0,0,0,0,0,0,84.8
2012-04-29,515,30,47,25,208,17.333333333,5.7,0,12.666666667,"Sunday",0,0,1,0,0,0,0,0,0,"2012",1,0,5.3,0,16.388888889,"Spring",0,1,0,0,17,29,3,0,0,1,0,0,0,0,1,0,0,0,96.9
2012-04-30,584,23,48,29,188,16.333333333,6.4,0,13.166666667,"Monday",0,0,1,0,0,0,0,0,0,"2012",0,0,5.7,0,17.333333333,"Spring",0,1,0,0,16,30,3,0,0,1,0,0,0,0,0,0,0,0,102.4
2012-05-01,844,24,58,24,222,15.333333333,6.8,0,13.277777778,"Tuesday",0,0,1,0,0,0,0,0,0,"2012",0,0,6.4,0,16.333333333,"Spring",0,1,0,0,15,1,1,1,0,0,1,0,1,0,1,0,0,0,102
2012-05-02,519,17,47,12,164,15.333333333,5.5,0.01,12.388888889,"Wednesday",0,0,1,0,0,0,0,0,0,"2012",0,0,6.8,0,15.333333333,"Spring",0,1,0,0,15,2,1,1,0,0,0,0,0,0,1,0,1,5.5,82.5
2012-05-03,544,15,61,22,174,15.833333333,8.6,0,11.388888889,"Thursday",0,0,1,0,0,0,0,0,0,"2012",0,0,5.5,0.01,15.333333333,"Spring",0,1,0,0,15,3,1,1,0,0,0,0,0,0,0,0,0,0,129
2012-05-04,608,14,57,18,202,15.722222222,6.7,0,11.666666667,"Friday",0,0,1,0,0,0,0,0,0,"2012",0,1,8.6,0,15.833333333,"Spring",0,1,0,0,15,4,1,1,0,0,0,0,0,0,1,0,0,0,100.5
2012-05-05,545,31,51,23,196,16.277777778,6.8,0,12.555555556,"Saturday",0,0,1,0,0,0,0,0,0,"2012",1,0,6.7,0,15.722222222,"Spring",0,1,0,0,16,5,1,1,0,0,0,0,0,0,1,0,0,0,108.8
2012-05-06,528,35,61,18,237,17.166666667,5.8,0,13.055555556,"Sunday",0,0,1,0,0,0,0,0,0,"2012",1,0,6.8,0,16.277777778,"Spring",0,1,0,0,17,6,1,1,0,0,0,0,0,0,1,0,0,0,98.6
2012-05-07,504,14,46,23,183,17.277777778,5.8,0,13.055555556,"Monday",0,0,1,0,0,0,0,0,0,"2012",0,0,5.8,0,17.166666667,"Spring",0,1,0,0,17,7,1,1,0,0,0,0,0,0,1,0,0,0,98.6
2012-05-08,507,18,52,18,160,16.166666667,5.7,0,13.444444444,"Tuesday",0,0,1,0,0,0,0,0,0,"2012",0,0,5.8,0,17.277777778,"Spring",0,1,0,0,16,8,1,1,0,0,0,0,0,0,1,0,0,0,91.2
2012-05-09,497,11,46,26,159,17.333333333,4.7,0,13.944444444,"Wednesday",0,0,1,0,0,0,0,0,0,"2012",0,0,5.7,0,16.166666667,"Spring",0,1,0,0,17,9,1,1,0,0,0,0,0,0,1,0,0,0,79.9
2012-05-10,577,24,57,27,184,17.666666667,7,0,13.444444444,"Thursday",0,0,1,0,0,0,0,0,0,"2012",0,0,4.7,0,17.333333333,"Spring",0,1,0,0,17,10,1,1,0,0,0,0,0,0,1,0,0,0,119
2012-05-11,578,26,62,28,192,17,6.4,0,11.388888889,"Friday",0,0,1,0,0,0,0,0,0,"2012",0,1,7,0,17.666666667,"Spring",0,1,0,0,17,11,2,0,1,0,0,0,0,0,1,0,0,0,108.8
2012-05-12,566,23,51,15,221,16.555555556,7.1,0,12.5,"Saturday",0,0,1,0,0,0,0,0,0,"2012",1,0,6.4,0,17,"Spring",0,1,0,0,16,12,2,0,1,0,0,0,0,0,1,0,0,0,113.6
2012-05-13,528,26,47,21,223,15.444444444,7.2,0,12.444444444,"Sunday",0,0,1,0,0,0,0,0,0,"2012",1,0,7.1,0,16.555555556,"Spring",0,1,0,0,15,13,2,0,1,0,0,0,0,0,1,0,0,0,108
2012-05-14,635,21,48,31,208,16.722222222,7.2,0,12.333333333,"Monday",0,0,1,0,0,0,0,0,0,"2012",0,0,7.2,0,15.444444444,"Spring",0,1,0,0,16,14,2,0,1,0,0,0,0,0,1,0,0,0,115.2
2012-05-15,589,19,46,21,196,16.888888889,6.6,0,11.944444444,"Tuesday",0,0,1,0,0,0,0,0,0,"2012",0,0,7.2,0,16.722222222,"Spring",0,1,0,0,17,15,2,0,1,0,2,0,0,1,1,0,0,0,112.2
2012-05-16,530,9,44,24,168,18.111111111,4.8,0,13.388888889,"Wednesday",0,0,1,0,0,0,0,0,0,"2012",0,0,6.6,0,16.888888889,"Spring",0,1,0,0,18,16,2,0,1,0,0,0,0,0,1,0,0,0,86.4
2012-05-17,536,12,47,39,178,18,5.3,0,13.944444444,"Thursday",0,0,1,0,0,0,0,0,0,"2012",0,0,4.8,0,18.111111111,"Spring",0,1,0,0,18,17,2,0,1,0,0,0,0,0,1,0,0,0,95.4
2012-05-18,594,17,59,39,175,16.944444444,6.7,0,12.222222222,"Friday",0,0,1,0,0,0,0,0,0,"2012",0,1,5.3,0,18,"Spring",0,1,0,0,17,18,2,0,1,0,0,0,0,0,1,0,0,0,113.9
2012-05-19,552,21,66,22,223,17.277777778,5.2,0,12.5,"Saturday",0,0,1,0,0,0,0,0,0,"2012",1,0,6.7,0,16.944444444,"Spring",0,1,0,0,17,19,2,0,1,0,0,0,0,0,1,0,0,0,88.4
2012-05-20,538,40,64,32,229,17.166666667,5.7,0,13.777777778,"Sunday",0,0,1,0,0,0,0,0,0,"2012",1,0,5.2,0,17.277777778,"Spring",0,1,0,0,17,20,2,0,1,0,0,0,0,0,1,0,0,0,96.9
2012-05-21,596,24,57,39,216,17.166666667,5.3,0,14.111111111,"Monday",0,0,1,0,0,0,0,0,0,"2012",0,0,5.7,0,17.166666667,"Spring",0,1,0,0,17,21,3,0,0,1,0,0,0,0,1,0,0,0,90.1
2012-05-22,509,23,45,28,167,17.888888889,5.5,0,13.888888889,"Tuesday",0,0,1,0,0,0,0,0,0,"2012",0,0,5.3,0,17.166666667,"Spring",0,1,0,0,18,22,3,0,0,1,0,0,0,0,0,0,0,0,99
2012-05-23,600,28,42,29,194,18.555555556,6.4,0,14.5,"Wednesday",0,0,1,0,0,0,0,0,0,"2012",0,0,5.5,0,17.888888889,"Spring",0,1,0,0,18,23,3,0,0,1,0,0,0,0,0,0,0,0,115.2
2012-05-24,558,28,49,21,190,18.611111111,7.5,0,12.777777778,"Thursday",0,0,1,0,0,0,0,0,0,"2012",0,0,6.4,0,18.555555556,"Spring",0,1,0,0,18,24,3,0,0,1,0,0,0,0,0,0,0,0,135
2012-05-25,656,24,67,32,214,17.611111111,9.3,0,12,"Friday",0,0,1,0,0,0,0,0,0,"2012",0,1,7.5,0,18.611111111,"Spring",0,1,0,0,17,25,3,0,0,1,0,0,0,0,0,0,0,0,158.1
2012-05-26,494,22,64,22,194,15.333333333,10.2,0,7.8333333333,"Saturday",0,0,1,0,0,0,0,0,0,"2012",1,0,9.3,0,17.611111111,"Spring",0,1,0,0,15,26,3,0,0,1,0,0,0,0,0,0,0,0,153
2012-05-27,529,28,63,26,212,15.944444444,7.8,0,10.333333333,"Sunday",0,0,1,0,0,0,0,0,0,"2012",1,0,10.2,0,15.333333333,"Spring",0,1,0,0,15,27,3,0,0,1,0,0,0,0,0,0,0,0,117
2012-05-28,536,25,53,26,227,17.777777778,5.4,0,12.666666667,"Monday",0,0,1,0,0,0,0,0,0,"2012",0,0,7.8,0,15.944444444,"Spring",0,1,0,0,18,28,3,0,0,1,0,0,0,0,0,1,0,0,97.2
